Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Marital_status_group,Application_mode_group,Previous_qualification_group,Mothers_qualification_group,Fathers_qualification_group,Age_group,First_sem_approval_ratio,Second_sem_approval_ratio,Overall_approval_ratio,Grade_change,Course_load_change,Average_grade,Total_credits,Total_units_enrolled,Total_units_approved,Course_completion_ratio,Total_evaluations,Evaluation_participation_ratio,Total_without_evaluations,Without_evaluations_ratio,Financial_stability,Economic_context_score,First_sem_engagement,Second_sem_engagement,Engagement_change
1,39,1.0,8378.5,1,1,133.1,1,34,34,0.0,0.0,100.0,0,0,0,1,0,0,34,0,0,6,11,1.0,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Single,Special_Entry,Secondary,Low,Low,Mature,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,0,10.5,0,12,2.0,0.1666666666666666,22,1.8333333333333333,0,0.0,1,0.0613333333333332,1.8333333333333333,1.8333333333333333,0.0
1,17,2.0,9853.0,1,1,118.0,1,37,37,9.0,9.0,112.1,1,0,0,1,0,0,23,0,0,6,11,4.0,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.6666666666666666,0.8333333333333334,0.75,-1.0500000000000007,0,10.725,0,12,9.0,0.75,21,1.75,0,0.0,1,0.5253333333333333,1.8333333333333333,1.6666666666666667,-0.1666666666666665
1,1,3.5,9500.0,1,1,135.0,1,37,1,5.0,5.0,126.8,1,0,0,1,0,0,18,0,0,8,8,7.0,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.875,0.875,0.875,0.0,0,12.61,0,16,14.0,0.875,16,1.0,0,0.0,1,0.4539999999999999,1.0,1.0,0.0
1,17,1.0,9130.0,1,1,130.0,1,3,19,2.0,9.0,115.9,0,0,0,1,0,0,18,0,0,5,14,2.0,12.0,0,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Single,Regular_Phase,Secondary,High,Medium,Teen,0.4,1.0,0.7,0.5999999999999996,0,12.3,0,10,7.0,0.7,20,2.0,0,0.0,1,0.0613333333333332,2.8,1.2,-1.6
1,15,1.0,9238.0,1,1,150.0,1,3,37,2.0,8.0,132.5,1,0,0,1,0,0,20,0,0,6,9,5.0,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Single,Special_Entry,Secondary,High,Medium,Young Adult,0.8333333333333334,1.0,0.9166666666666669,0.5,0,13.25,0,12,11.0,0.9166666666666666,16,1.3333333333333333,0,0.0,1,0.1523333333333333,1.5,1.1666666666666667,-0.3333333333333332
1,18,3.0,9085.0,1,1,149.0,1,1,1,9.0,9.0,132.2,1,0,0,1,0,0,18,0,0,5,9,4.0,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.8,1.0,0.9,1.0,0,12.5,0,10,9.0,0.9,17,1.7,0,0.0,1,0.4539999999999999,1.8,1.6,-0.1999999999999999
1,1,1.0,9556.0,1,1,162.5,1,5,3,1.0,1.0,160.15000000000003,1,0,0,1,0,0,18,0,0,7,8,4.0,12.0,0,0,8,8,0,6.874999999999999,0,16.2,0.3,-0.92,Single,Regular_Phase,Secondary,High,High,Teen,0.5714285714285714,0.0,0.2857142857142857,-5.125000000000001,1,9.4375,0,15,4.0,0.2666666666666666,16,1.0666666666666669,0,0.0,1,-0.1719999999999999,1.1428571428571428,1.0,-0.1428571428571428
1,43,1.0,9119.0,1,1,133.1,1,1,1,9.0,3.0,136.0,0,0,0,1,1,0,31,0,0,5,12,1.0,12.0,0,0,5,9,1,11.0,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,Medium,Medium,Mature,0.2,0.2,0.2,-1.0,0,11.5,0,10,2.0,0.2,21,2.1,0,0.0,1,-0.1719999999999999,2.4,1.8,-0.5999999999999999
1,39,1.0,9119.0,1,1,133.1,1,19,19,5.0,3.0,100.9,1,0,0,1,1,0,24,0,0,5,9,1.0,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,0.2,0.6,0.4,-1.5,0,11.25,0,10,4.0,0.4,15,1.5,0,0.0,1,0.4539999999999999,1.8,1.2,-0.6000000000000001
1,39,1.0,8378.5,1,1,145.0,1,3,1,2.0,10.0,114.5,1,0,0,1,1,0,24,0,0,2,0,0.0,7.399999999999999,0,0,2,0,0,6.874999999999999,0,9.4,-0.8,-3.12,Single,Special_Entry,Secondary,High,Medium,Young Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,4,0.0,0.0,0,0.0,0,0.0,1,0.0613333333333332,0.0,0.0,0.0
1,39,1.0,9147.0,1,1,110.0,1,37,37,9.0,9.0,110.3,0,0,0,1,1,0,26,0,0,5,5,0.0,7.399999999999999,0,0,5,9,0,6.874999999999999,0,10.8,1.4,1.74,Single,Special_Entry,Secondary,Medium,Medium,Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,10,0.0,0.0,14,1.4,0,0.0,1,0.4539999999999999,1.0,1.8,0.8
1,1,1.0,9130.0,1,1,154.0,1,3,3,2.0,2.0,137.2,1,0,0,1,1,0,18,0,0,6,11,5.0,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Single,Regular_Phase,Secondary,High,High,Teen,0.8333333333333334,0.6666666666666666,0.75,-1.875,0,12.6875,0,12,9.0,0.75,20,1.6666666666666667,0,0.0,1,-0.1719999999999999,1.8333333333333333,1.5,-0.3333333333333332
1,17,1.0,9147.0,1,1,126.0,1,37,37,4.0,7.0,116.9,0,0,0,1,1,0,19,0,0,5,12,3.0,11.666666666666666,0,0,5,10,3,11.666666666666666,0,12.7,3.7,-1.7,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.6,0.6,0.6,0.0,0,11.666666666666666,0,10,6.0,0.6,22,2.2,0,0.0,1,-0.0166666666666666,2.4,2.0,-0.3999999999999999
1,17,1.0,9670.0,1,1,133.0,1,19,37,9.0,8.0,121.8,1,0,0,1,1,0,22,0,0,6,0,0.0,7.399999999999999,0,0,6,0,0,6.874999999999999,0,13.9,-0.3,0.79,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,12,0.0,0.0,0,0.0,0,0.0,1,0.1523333333333333,0.0,0.0,0.0
1,1,2.0,9500.0,1,1,145.0,1,4,2,2.0,3.0,127.3,1,0,0,1,1,0,18,0,0,8,8,7.0,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,High,High,Teen,0.875,0.875,0.875,0.0,0,11.69,0,16,14.0,0.875,16,1.0,0,0.0,1,0.4539999999999999,1.0,1.0,0.0
1,44,1.0,9070.0,1,1,120.0,1,1,19,4.0,7.0,120.0,0,0,0,1,1,0,20,0,0,6,11,0.0,7.399999999999999,0,0,6,12,0,6.874999999999999,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,12,0.0,0.0,23,1.9166666666666667,0,0.0,1,-0.1719999999999999,1.8333333333333333,2.0,0.1666666666666667
1,44,1.0,8378.5,1,1,150.0,1,4,4,2.0,2.0,150.0,0,0,0,1,1,0,25,0,0,2,0,0.0,7.399999999999999,0,0,2,0,0,6.874999999999999,0,15.5,2.8,-4.06,Single,Special_Entry,Secondary,High,High,Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,4,0.0,0.0,0,0.0,0,0.0,1,-0.4393333333333333,0.0,0.0,0.0
1,43,1.0,9991.0,1,1,150.0,1,3,3,4.0,4.0,100.0,1,0,0,1,1,0,24,0,0,5,10,4.0,11.5,0,0,5,11,5,11.285714285714286,0,13.9,-0.3,0.79,Single,Special_Entry,Secondary,High,High,Young Adult,0.8,1.0,0.9,-0.2142857142857135,0,11.392857142857142,0,10,9.0,0.9,21,2.1,0,0.0,1,0.1523333333333333,2.0,2.2,0.2000000000000001
1,39,1.0,9119.0,1,1,150.0,1,3,3,4.0,4.0,150.0,1,0,0,1,1,0,27,0,0,5,10,1.0,14.0,0,0,5,0,0,6.874999999999999,0,8.9,1.4,3.51,Single,Special_Entry,Secondary,High,High,Adult,0.2,0.0,0.1,-7.125000000000001,0,10.4375,0,10,1.0,0.1,10,1.0,0,0.0,1,0.7576666666666666,2.0,0.0,-2.0
1,17,1.0,9254.0,1,1,127.0,1,3,19,4.0,4.0,116.9,0,0,0,1,1,0,21,0,0,6,7,5.0,11.0,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,Single,Regular_Phase,Secondary,High,Medium,Young Adult,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.4000000000000004,0,11.7,0,12,10.0,0.8333333333333334,14,1.1666666666666667,0,0.0,1,-0.4393333333333333,1.1666666666666667,1.1666666666666667,0.0
1,44,1.0,9003.0,1,1,140.0,1,19,38,3.0,9.0,140.0,1,0,0,1,1,0,21,0,0,6,7,6.0,12.857142857142858,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,0.3095238095238084,0,13.011904761904765,0,12,12.0,1.0,13,1.0833333333333333,0,0.0,1,0.3523333333333333,1.1666666666666667,1.0,-0.1666666666666667
1,18,3.0,9773.0,1,1,128.0,1,19,1,9.0,9.0,122.1,1,0,0,1,1,0,19,0,0,6,9,4.0,12.5,0,0,6,6,6,11.333333333333334,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.6666666666666666,1.0,0.8333333333333333,-1.166666666666666,0,11.916666666666668,0,12,10.0,0.8333333333333334,15,1.25,0,0.0,1,0.4539999999999999,1.5,1.0,-0.5
1,39,1.0,9500.0,1,1,127.0,1,19,19,5.0,5.0,160.0,0,0,0,1,1,0,28,0,0,7,7,7.0,14.528571428571428,0,0,8,11,8,15.018181818181818,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,Medium,Medium,Adult,1.0,1.0,1.0,0.4896103896103891,1,14.773376623376624,0,15,15.0,1.0,18,1.2,0,0.0,1,-0.1719999999999999,1.0,1.375,0.375
1,1,1.0,9147.0,1,1,117.0,1,19,19,5.0,7.0,118.4,0,0,0,1,1,0,20,0,0,5,8,5.0,10.0,0,0,5,10,2,12.0,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,0.4,0.7,2.0,0,11.0,0,10,7.0,0.7,18,1.8,0,0.0,1,0.5253333333333333,1.6,2.0,0.3999999999999999
1,44,1.0,9003.0,1,1,150.0,1,1,19,4.0,10.0,150.0,0,0,0,1,1,0,21,0,0,6,8,6.0,13.0,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,-0.375,0,12.8125,0,12,12.0,1.0,18,1.5,0,0.0,1,-0.4393333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333335
1,1,1.0,9500.0,1,1,154.0,1,1,1,5.0,3.0,144.9,0,0,0,1,1,0,18,0,0,7,7,7.0,15.957142857142856,0,0,8,9,8,15.188888888888888,0,16.2,0.3,-0.92,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,-0.7682539682539673,1,15.573015873015873,0,15,15.0,1.0,16,1.0666666666666669,0,0.0,1,-0.1719999999999999,1.0,1.125,0.125
1,17,2.0,9119.0,1,1,127.0,1,19,1,9.0,10.0,121.1,1,0,0,1,1,0,18,0,0,5,6,5.0,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,-0.5999999999999996,0,12.9,0,10,10.0,1.0,14,1.4,0,0.0,1,0.7576666666666666,1.2,1.6,0.4000000000000001
1,1,2.0,9147.0,1,1,133.0,1,19,1,5.0,10.0,121.8,0,0,0,1,1,0,20,0,0,5,9,4.0,10.2,0,0,5,6,3,11.0,0,15.5,2.8,-4.06,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.8,0.6,0.7,0.8000000000000007,0,10.6,0,10,7.0,0.7,15,1.5,0,0.0,1,-0.4393333333333333,1.8,1.2,-0.6000000000000001
1,39,1.0,9119.0,1,1,120.0,1,1,1,5.0,10.0,146.8,0,0,0,1,1,0,25,0,0,5,6,5.0,14.2,0,0,5,5,2,13.5,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,Medium,Medium,Adult,1.0,0.4,0.7,-0.6999999999999993,0,13.85,0,10,7.0,0.7,11,1.1,0,0.0,1,-0.1719999999999999,1.2,1.0,-0.1999999999999999
1,1,1.0,9670.0,1,1,133.1,1,38,19,5.0,6.0,138.0,0,0,0,1,1,0,22,0,0,6,8,6.0,12.625,0,0,6,11,2,14.5,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,0.3333333333333333,0.6666666666666666,1.875,0,13.5625,0,12,8.0,0.6666666666666666,19,1.5833333333333333,0,0.0,1,0.462,1.3333333333333333,1.8333333333333333,0.5
1,1,1.0,9500.0,1,1,149.0,1,37,37,9.0,9.0,138.0,0,0,0,1,1,0,18,0,0,8,11,6.0,13.496666666666668,0,0,8,11,6,13.496666666666668,0,9.4,-0.8,-3.12,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.75,0.75,0.75,0.0,0,13.496666666666668,0,16,12.0,0.75,22,1.375,0,0.0,1,0.0613333333333332,1.375,1.375,0.0
1,17,2.0,9147.0,1,1,125.0,1,19,38,9.0,7.0,116.3,1,0,0,1,1,0,19,0,0,5,8,5.0,13.25,0,0,5,8,5,11.0,0,13.9,-0.3,0.79,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,1.0,1.0,-2.25,0,12.125,0,10,10.0,1.0,16,1.6,0,0.0,1,0.1523333333333333,1.6,1.6,0.0
1,1,3.5,9119.0,1,1,126.0,1,12,19,4.0,5.0,122.5,1,0,0,1,1,0,19,0,0,5,12,3.0,12.0,0,0,5,10,3,12.0,0,12.4,0.5,1.79,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.6,0.6,0.6,0.0,0,12.0,0,10,6.0,0.6,22,2.2,0,0.0,1,0.3523333333333333,2.4,2.0,-0.3999999999999999
1,39,1.0,9773.0,1,1,133.1,1,19,1,7.0,9.0,115.0,1,0,0,1,1,0,25,0,0,6,10,4.0,13.0,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,Single,Special_Entry,Secondary,Medium,Medium,Adult,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0,13.375,0,12,8.0,0.6666666666666666,19,1.5833333333333333,0,0.0,1,-0.0166666666666666,1.6666666666666667,1.5,-0.1666666666666667
1,43,1.0,9070.0,1,1,115.0,1,12,12,1.0,10.0,115.0,0,0,0,1,1,0,21,0,0,10,12,9.0,11.77777777777778,0,0,8,11,3,13.666666666666666,0,15.5,2.8,-4.06,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,0.9,0.375,0.6375,1.8888888888888855,-2,12.722222222222223,0,18,12.0,0.6666666666666666,23,1.2777777777777777,0,0.0,1,-0.4393333333333333,1.2,1.375,0.175
1,17,3.0,9119.0,1,1,117.0,1,1,2,3.0,2.0,119.8,1,0,0,1,1,0,19,0,0,5,10,2.0,11.0,0,0,6,10,0,6.874999999999999,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,High,Teen,0.4,0.0,0.2,-4.125000000000001,1,8.9375,0,11,2.0,0.1818181818181818,20,1.818181818181818,0,0.0,1,0.462,2.0,1.6666666666666667,-0.3333333333333332
1,17,2.0,9147.0,1,1,133.1,1,1,1,4.0,4.0,95.0,0,0,0,1,1,0,20,0,0,5,14,0.0,7.399999999999999,0,0,5,5,0,6.874999999999999,0,11.1,0.6,2.02,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,10,0.0,0.0,19,1.9,0,0.0,1,0.462,2.8,1.0,-1.7999999999999998
1,44,1.0,9003.0,1,1,150.0,1,3,2,2.0,2.0,150.0,0,0,0,1,1,0,25,0,0,10,16,10.5,12.428571428571429,0,0,9,13,6,10.857142857142858,0,15.5,2.8,-4.06,Single,Special_Entry,Secondary,High,High,Adult,1.05,0.6666666666666666,0.8583333333333334,-1.5714285714285712,-1,11.642857142857142,0,19,16.5,0.868421052631579,29,1.5263157894736843,0,0.0,1,-0.4393333333333333,1.6,1.4444444444444444,-0.1555555555555556
1,17,1.0,9147.0,1,1,130.0,1,19,1,7.0,4.0,117.8,1,0,0,1,1,0,20,0,0,5,8,3.0,11.0,0,0,5,11,3,12.0,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.6,0.6,0.6,1.0,0,11.5,0,10,6.0,0.6,19,1.9,0,0.0,1,0.4539999999999999,1.6,2.2,0.6000000000000001
1,1,1.0,8378.5,1,1,161.0,1,37,37,9.0,9.0,144.2,1,0,0,1,1,0,18,0,0,2,0,0.0,7.399999999999999,0,0,2,0,0,6.874999999999999,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Teen,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,4,0.0,0.0,0,0.0,0,0.0,1,0.5253333333333333,0.0,0.0,0.0
1,44,1.0,9254.0,1,1,130.0,1,39,39,16.5,16.5,130.0,1,0,0,1,1,0,23,0,0,6,12,3.0,11.5,0,0,6,12,3,10.666666666666666,0,8.9,1.4,3.51,Single,Special_Entry,Secondary,Medium,Medium,Young Adult,0.5,0.5,0.5,-0.8333333333333339,0,11.083333333333332,0,12,6.0,0.5,24,2.0,0,0.0,1,0.7576666666666666,2.0,2.0,0.0
1,42,1.0,9500.0,1,1,111.0,1,1,3,9.0,10.0,128.2,1,0,0,1,1,0,23,0,0,8,8,8.0,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,Single,Special_Entry,Secondary,Medium,High,Young Adult,1.0,1.0,1.0,0.0,0,12.5075,0,16,16.0,1.0,16,1.0,0,0.0,1,0.0613333333333332,1.0,1.0,0.0
1,53,1.0,9003.0,1,1,140.0,1,3,38,16.5,16.5,135.3,0,0,0,1,1,0,21,0,0,10,16,10.5,12.090909090909092,0,0,10,14,11,12.0,0,8.9,1.4,3.51,Single,Special_Entry,Secondary,High,Medium,Young Adult,1.05,1.1,1.0750000000000002,-0.0909090909090917,0,12.045454545454549,0,20,21.5,1.075,30,1.5,0,0.0,1,0.7576666666666666,1.6,1.4,-0.2000000000000001
1,1,1.0,9130.0,1,1,132.0,1,1,1,3.0,3.0,143.9,1,0,0,1,1,0,20,0,0,5,14,2.0,11.0,0,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.4,0.6,0.5,1.666666666666666,0,11.833333333333332,0,10,5.0,0.5,23,2.3,0,0.0,1,0.0613333333333332,2.8,1.8,-0.9999999999999998
1,39,1.0,9991.0,1,1,139.0,1,1,1,4.0,10.0,140.7,0,0,0,1,1,0,25,0,0,5,13,1.0,10.0,0,0,5,8,2,11.333333333333334,0,12.4,0.5,1.79,Single,Special_Entry,Secondary,Medium,Medium,Adult,0.2,0.4,0.3,1.333333333333334,0,10.666666666666668,0,10,3.0,0.3,21,2.1,0,0.0,1,0.3523333333333333,2.6,1.6,-1.0
1,1,1.0,9130.0,1,1,132.0,1,19,38,9.0,9.0,130.4,1,0,0,1,1,0,18,0,0,6,6,6.0,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Single,Regular_Phase,Secondary,Medium,Medium,Teen,1.0,0.8333333333333334,0.9166666666666669,-0.3000000000000007,0,13.35,0,12,11.0,0.9166666666666666,15,1.25,0,0.0,1,0.7576666666666666,1.0,1.5,0.5
1,1,3.5,9070.0,1,1,119.0,1,1,1,9.0,9.0,123.2,1,0,0,1,1,0,22,0,0,6,6,6.0,14.166666666666666,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,-0.5416666666666661,0,13.895833333333332,0,12,12.0,1.0,14,1.1666666666666667,0,0.0,1,0.4539999999999999,1.0,1.3333333333333333,0.3333333333333332
1,39,1.0,9670.0,1,1,133.1,1,19,19,3.0,9.0,118.0,0,0,0,1,1,0,27,0,0,6,7,6.0,14.0,0,0,6,7,6,14.714285714285714,0,8.9,1.4,3.51,Single,Special_Entry,Secondary,Medium,Medium,Adult,1.0,1.0,1.0,0.7142857142857135,0,14.357142857142858,0,12,12.0,1.0,14,1.1666666666666667,0,0.0,1,0.7576666666666666,1.1666666666666667,1.1666666666666667,0.0
1,39,1.0,9003.0,1,1,133.1,1,4,1,2.0,4.0,120.0,0,0,0,1,1,0,25,0,0,3,4,0.0,7.399999999999999,0,0,3,5,0,6.874999999999999,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,High,Medium,Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,6,0.0,0.0,9,1.5,0,0.0,1,-0.1719999999999999,1.3333333333333333,1.6666666666666667,0.3333333333333335
1,17,3.5,9119.0,1,1,129.0,1,34,36,0.0,5.0,118.9,1,0,0,1,1,0,18,0,0,5,9,3.0,11.666666666666666,0,0,5,10,3,11.333333333333334,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Low,Low,Teen,0.6,0.6,0.6,-0.3333333333333321,0,11.5,0,10,6.0,0.6,19,1.9,0,0.0,1,0.5253333333333333,1.8,2.0,0.1999999999999999
1,17,1.0,9085.0,1,1,128.0,1,38,19,8.0,8.0,117.2,0,0,0,1,1,0,20,0,0,5,7,5.0,14.6,0,0,5,5,5,14.2,0,12.7,3.7,-1.7,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,-0.4000000000000003,0,14.4,0,10,10.0,1.0,12,1.2,0,0.0,1,-0.0166666666666666,1.4,1.0,-0.3999999999999999
1,39,1.0,9003.0,1,1,120.0,1,3,4,2.0,2.0,120.0,0,0,0,1,1,0,27,0,0,6,10,5.0,13.0,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,Single,Special_Entry,Secondary,High,High,Adult,0.8333333333333334,0.8333333333333334,0.8333333333333334,-1.5,0,12.25,0,12,10.0,0.8333333333333334,23,1.9166666666666667,0,0.0,1,-0.1719999999999999,1.6666666666666667,2.1666666666666665,0.4999999999999998
1,1,1.0,8378.5,1,1,130.0,1,1,1,9.0,9.0,118.1,0,0,0,1,1,0,20,0,0,6,7,6.0,12.166666666666666,0,0,6,9,6,12.0,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,-0.166666666666666,0,12.083333333333332,0,12,12.0,1.0,16,1.3333333333333333,0,0.0,1,0.5253333333333333,1.1666666666666667,1.5,0.3333333333333332
1,1,1.0,9147.0,1,1,130.0,1,38,37,9.0,9.0,124.8,1,0,0,1,1,0,22,0,0,5,9,0.0,7.399999999999999,0,0,5,5,1,12.0,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.0,0.2,0.1,4.6000000000000005,0,9.7,0,10,1.0,0.1,14,1.4,0,0.0,1,0.5253333333333333,1.8,1.0,-0.8
1,17,3.5,9119.0,1,1,111.0,1,19,3,5.0,10.0,106.5,1,0,0,1,1,0,19,0,0,5,10,3.0,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,Single,Regular_Phase,Secondary,Medium,High,Teen,0.6,0.6,0.6,0.3000000000000007,0,10.65,0,10,6.0,0.6,21,2.1,0,0.0,1,0.3523333333333333,2.0,2.2,0.2000000000000001
1,1,3.5,9147.0,1,1,121.0,1,3,19,4.0,5.0,116.8,0,0,0,1,1,0,20,0,0,5,14,3.0,12.4,0,0,5,8,5,10.833333333333334,0,13.9,-0.3,0.79,Single,Regular_Phase,Secondary,High,Medium,Young Adult,0.6,1.0,0.8,-1.5666666666666664,0,11.616666666666667,0,10,8.0,0.8,22,2.2,0,0.0,1,0.1523333333333333,2.8,1.6,-1.1999999999999995
1,43,3.5,8378.5,1,1,117.0,1,19,12,9.0,10.0,109.3,0,0,0,1,1,0,19,0,0,2,0,0.0,7.399999999999999,0,0,2,0,0,6.874999999999999,0,9.4,-0.8,-3.12,Single,Special_Entry,Secondary,Medium,Medium,Teen,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,4,0.0,0.0,0,0.0,0,0.0,1,0.0613333333333332,0.0,0.0,0.0
1,39,1.0,9085.0,1,1,133.1,1,1,1,4.0,4.0,120.0,1,0,0,1,1,0,29,0,0,5,12,0.0,7.399999999999999,0,0,5,8,0,6.874999999999999,0,9.4,-0.8,-3.12,Single,Special_Entry,Secondary,Medium,Medium,Adult,0.0,0.0,0.0,-0.5250000000000004,0,7.137499999999999,0,10,0.0,0.0,20,2.0,0,0.0,1,0.0613333333333332,2.4,1.6,-0.7999999999999998
1,1,2.0,9500.0,1,1,149.0,1,3,1,9.0,9.0,137.5,0,0,0,1,1,0,19,0,0,8,8,7.0,13.828571428571427,0,0,8,8,7,13.828571428571427,0,12.7,3.7,-1.7,Single,Regular_Phase,Secondary,High,Medium,Teen,0.875,0.875,0.875,0.0,0,13.828571428571427,0,16,14.0,0.875,16,1.0,0,0.0,1,-0.0166666666666666,1.0,1.0,0.0
1,39,2.0,9991.0,1,1,162.5,1,19,37,9.0,8.0,150.0,1,0,0,1,0,0,28,0,0,5,7,5.0,10.6,0,0,5,6,5,10.2,0,9.4,-0.8,-3.12,Single,Special_Entry,Secondary,Medium,Medium,Adult,1.0,1.0,1.0,-0.4000000000000003,0,10.4,0,10,10.0,1.0,13,1.3,0,0.0,1,0.0613333333333332,1.4,1.2,-0.1999999999999999
1,1,1.0,9238.0,1,1,134.0,1,37,37,5.0,5.0,120.4,0,0,0,1,0,0,20,0,0,6,7,6.0,11.5,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,1.0,1.0,1.0,0.166666666666666,0,11.583333333333332,0,12,12.0,1.0,13,1.0833333333333333,0,0.0,1,0.5253333333333333,1.1666666666666667,1.0,-0.1666666666666667
1,1,3.5,9070.0,1,1,136.0,1,37,37,9.0,8.0,136.7,1,0,0,1,0,0,20,0,0,6,6,4.0,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Single,Regular_Phase,Secondary,Medium,Medium,Young Adult,0.6666666666666666,1.0,0.8333333333333333,0.125,0,13.5625,0,12,10.0,0.8333333333333334,14,1.1666666666666667,0,0.0,1,0.4539999999999999,1.0,1.3333333333333333,0.3333333333333332
